ship_mode,segment,country,city,state,postal_code,region,category,sub-category,sales,quantity,discount,profit,profit_margin,outlier_column
First Class,Consumer,United States,Murray,Kentucky,42071.0,South,Furniture,Furnishings,191.82,3.0,0.0,74.8098,0.39,profit
Standard Class,Home Office,United States,Louisville,Colorado,80027.0,West,Technology,Machines,498.975,5.0,0.5,-3399.98,-1.3333333333333333,profit
Standard Class,Home Office,United States,New York City,New York,10035.0,East,Furniture,Tables,344.22,2.0,0.4,-103.266,-0.3,profit
Standard Class,Home Office,United States,Pharr,Texas,78577.0,Central,Office Supplies,Storage,498.975,8.0,0.2,-172.7328,-0.2375,profit
Standard Class,Consumer,United States,Chesapeake,Virginia,23320.0,South,Furniture,Chairs,498.975,5.0,0.0,80.784,0.16000000000000003,profit
Same Day,Home Office,United States,Long Beach,California,90805.0,West,Furniture,Chairs,498.975,8.0,0.2,256.784,0.125,profit
Second Class,Consumer,United States,Troy,Ohio,45373.0,East,Technology,Phones,498.975,5.0,0.4,-255.7425,-0.25,profit
First Class,Home Office,United States,Columbus,Georgia,31907.0,South,Technology,Accessories,360.0,4.0,0.0,129.6,0.36,profit
Second Class,Home Office,United States,Detroit,Michigan,48227.0,Central,Technology,Phones,498.975,2.0,0.0,134.654,0.26,profit
Standard Class,Corporate,United States,Chicago,Illinois,60623.0,Central,Technology,Copiers,498.975,5.0,0.2,874.9875,0.3125,profit
Second Class,Home Office,United States,Albuquerque,New Mexico,87105.0,West,Technology,Accessories,214.95,5.0,0.0,88.1295,0.41,profit
Second Class,Home Office,United States,Albuquerque,New Mexico,87105.0,West,Office Supplies,Paper,288.24,6.0,0.0,138.3552,0.48,profit
Same Day,Home Office,United States,Toledo,Ohio,43615.0,East,Office Supplies,Appliances,498.975,4.0,0.2,82.992,0.125,profit
Standard Class,Corporate,United States,Newark,Delaware,19711.0,East,Office Supplies,Storage,498.975,7.0,0.0,792.2691,0.27,profit
Standard Class,Home Office,United States,Dallas,Texas,75217.0,Central,Furniture,Chairs,498.975,2.0,0.3,-140.196,-0.14285714285714285,profit
Standard Class,Home Office,United States,Louisville,Kentucky,40214.0,South,Technology,Phones,498.975,3.0,0.0,134.9925,0.25,profit
Standard Class,Consumer,United States,Houston,Texas,77070.0,Central,Office Supplies,Binders,252.784,4.0,0.5,-417.0936,-1.65,profit
Second Class,Home Office,United States,Henderson,Kentucky,42420.0,South,Technology,Phones,498.975,7.0,0.0,188.1404,0.28,profit
Standard Class,Consumer,United States,Newark,Delaware,19711.0,East,Office Supplies,Binders,447.86,7.0,0.0,219.4514,0.49,profit
Standard Class,Consumer,United States,Newark,Delaware,19711.0,East,Technology,Phones,479.95,5.0,0.0,129.5865,0.27,profit
Standard Class,Consumer,United States,Newark,Delaware,19711.0,East,Office Supplies,Paper,166.44,3.0,0.0,79.8912,0.48,profit
Standard Class,Corporate,United States,Fort Worth,Texas,76106.0,Central,Furniture,Bookcases,220.2656,4.0,0.32,-42.1096,-0.19117647058823528,profit
Standard Class,Consumer,United States,Seattle,Washington,98105.0,West,Furniture,Chairs,498.975,6.0,0.2,-39.9528,-0.07500000000000001,profit
First Class,Corporate,United States,Lakeland,Florida,33801.0,South,Furniture,Chairs,498.975,5.0,0.2,-182.637,-0.16249999999999998,profit
First Class,Corporate,United States,Lakeland,Florida,33801.0,South,Office Supplies,Binders,78.6,5.0,0.5,-62.88,-0.8,profit
Standard Class,Consumer,United States,Philadelphia,Pennsylvania,19134.0,East,Technology,Phones,258.528,2.0,0.4,-47.3968,-0.18333333333333332,profit
Standard Class,Home Office,United States,Dallas,Texas,75081.0,Central,Office Supplies,Binders,30.56,5.0,0.5,-45.84,-1.5000000000000002,profit
First Class,Consumer,United States,New York City,New York,10035.0,East,Office Supplies,Appliances,206.43,3.0,0.0,90.8292,0.44,profit
Same Day,Corporate,United States,San Antonio,Texas,78207.0,Central,Office Supplies,Binders,210.392,2.0,0.5,-336.6272,-1.6,profit
Second Class,Corporate,United States,Seattle,Washington,98105.0,West,Furniture,Chairs,498.975,4.0,0.2,108.3528,0.1125,profit
First Class,Consumer,United States,Newark,Ohio,43055.0,East,Technology,Accessories,498.975,6.0,0.2,607.608,0.3,profit
First Class,Consumer,United States,Newark,Ohio,43055.0,East,Technology,Machines,498.975,2.0,0.5,-2639.9912,-1.4666666666666668,profit
Standard Class,Corporate,United States,Maple Grove,Minnesota,55369.0,Central,Office Supplies,Binders,498.975,2.0,0.0,331.191,0.44999999999999996,profit
Standard Class,Corporate,United States,New York City,New York,10009.0,East,Furniture,Tables,284.364,2.0,0.4,-75.8304,-0.26666666666666666,profit
Standard Class,Consumer,United States,Fort Collins,Colorado,80525.0,West,Furniture,Bookcases,180.588,2.0,0.5,-240.784,-1.3333333333333333,profit
Second Class,Corporate,United States,Columbia,Maryland,21044.0,East,Technology,Accessories,498.975,3.0,0.0,355.4466,0.43,profit
Second Class,Corporate,United States,Columbia,Maryland,21044.0,East,Office Supplies,Storage,498.975,9.0,0.0,473.6106,0.29,profit
Second Class,Corporate,United States,Columbia,Maryland,21044.0,East,Office Supplies,Storage,498.975,3.0,0.0,157.8702,0.29000000000000004,profit
First Class,Corporate,United States,Houston,Texas,77041.0,Central,Office Supplies,Binders,26.046,3.0,0.5,-44.2782,-1.7,profit
Standard Class,Corporate,United States,Fresno,California,93727.0,West,Technology,Accessories,349.95,5.0,0.0,118.983,0.34,profit
Standard Class,Corporate,United States,Fresno,California,93727.0,West,Technology,Phones,377.928,9.0,0.2,141.723,0.37500000000000006,profit
Standard Class,Corporate,United States,New York City,New York,10024.0,East,Office Supplies,Binders,498.975,3.0,0.2,314.2719,0.3375,profit
Standard Class,Corporate,United States,New York City,New York,10024.0,East,Technology,Phones,430.88,2.0,0.0,124.9552,0.29000000000000004,profit
First Class,Corporate,United States,Tempe,Arizona,85281.0,West,Technology,Phones,318.4,2.0,0.2,107.46,0.3375,profit
Standard Class,Consumer,United States,Houston,Texas,77095.0,Central,Office Supplies,Binders,26.046,3.0,0.5,-44.2782,-1.7,profit
Standard Class,Corporate,United States,Houston,Texas,77095.0,Central,Furniture,Chairs,318.43,5.0,0.3,-77.333,-0.24285714285714285,profit
First Class,Corporate,United States,San Francisco,California,94109.0,West,Office Supplies,Paper,498.975,7.0,0.0,352.296,0.48,profit
First Class,Corporate,United States,San Francisco,California,94109.0,West,Office Supplies,Appliances,241.44,3.0,0.0,72.432,0.3,profit
Standard Class,Home Office,United States,Los Angeles,California,90032.0,West,Technology,Copiers,498.975,6.0,0.2,1049.985,0.31249999999999994,profit
Second Class,Corporate,United States,Alexandria,Virginia,22304.0,South,Office Supplies,Supplies,498.975,5.0,0.0,83.281,0.02,profit
Standard Class,Consumer,United States,Fairfield,Ohio,45014.0,East,Office Supplies,Binders,63.924,7.0,0.5,-46.8776,-0.7333333333333334,profit
First Class,Consumer,United States,Dallas,Texas,75081.0,Central,Office Supplies,Binders,30.96,8.0,0.5,-52.632,-1.7,profit
First Class,Home Office,United States,New York City,New York,10035.0,East,Technology,Machines,498.975,9.5,0.0,767.2005,0.45,profit
Same Day,Corporate,United States,San Francisco,California,94122.0,West,Technology,Machines,498.975,3.0,0.2,215.9973,0.11249999999999999,profit
Standard Class,Consumer,United States,Philadelphia,Pennsylvania,19140.0,East,Office Supplies,Binders,50.997,1.0,0.5,-40.7976,-0.8,profit
Standard Class,Consumer,United States,Philadelphia,Pennsylvania,19140.0,East,Technology,Phones,498.975,6.0,0.4,-107.9928,-0.19999999999999998,profit
Standard Class,Consumer,United States,New York City,New York,10035.0,East,Office Supplies,Binders,232.4,5.0,0.2,78.435,0.3375,profit
Second Class,Corporate,United States,Round Rock,Texas,78664.0,Central,Furniture,Furnishings,341.96,5.0,0.5,-427.45,-1.25,profit
Standard Class,Consumer,United States,Columbia,Tennessee,38401.0,South,Furniture,Chairs,498.975,3.0,0.2,74.574,0.1125,profit
Standard Class,Consumer,United States,Houston,Texas,77095.0,Central,Office Supplies,Binders,498.975,5.0,0.5,-1480.0335,-1.65,profit
Standard Class,Consumer,United States,Houston,Texas,77095.0,Central,Office Supplies,Paper,262.336,8.0,0.2,95.0968,0.3625,profit
Standard Class,Corporate,United States,Bristol,Connecticut,6010.0,East,Technology,Phones,359.98,2.0,0.0,93.5948,0.26,profit
Same Day,Consumer,United States,Norman,Oklahoma,73071.0,Central,Technology,Accessories,498.975,5.0,0.0,244.6155,0.19,profit
Second Class,Consumer,United States,New York City,New York,10035.0,East,Technology,Phones,498.975,5.0,0.0,539.925,0.3,profit
Standard Class,Home Office,United States,Seattle,Washington,98103.0,West,Technology,Phones,219.168,2.0,0.2,-43.8336,-0.19999999999999998,profit
Standard Class,Home Office,United States,Indianapolis,Indiana,46203.0,Central,Office Supplies,Binders,169.99,1.0,0.0,78.1954,0.46,profit
Standard Class,Corporate,United States,Richmond,Kentucky,40475.0,South,Office Supplies,Paper,498.975,6.0,0.0,301.968,0.48000000000000004,profit
Standard Class,Consumer,United States,Houston,Texas,77095.0,Central,Furniture,Furnishings,65.424,4.0,0.5,-52.3392,-0.7999999999999999,profit
Standard Class,Corporate,United States,San Francisco,California,94122.0,West,Office Supplies,Binders,271.984,2.0,0.2,88.3948,0.325,profit
Standard Class,Consumer,United States,Los Angeles,California,90004.0,West,Office Supplies,Appliances,262.24,2.0,0.0,78.672,0.3,profit
Standard Class,Consumer,United States,Los Angeles,California,90004.0,West,Office Supplies,Paper,182.72,8.0,0.0,84.0512,0.45999999999999996,profit
Standard Class,Home Office,United States,Dubuque,Iowa,52001.0,Central,Furniture,Chairs,498.975,9.5,0.0,394.268,0.27999999999999997,profit
Second Class,Home Office,United States,Lancaster,Ohio,43130.0,East,Furniture,Tables,215.148,2.0,0.4,-103.9882,-0.4833333333333334,profit
Same Day,Consumer,United States,Dallas,Texas,75217.0,Central,Furniture,Tables,251.006,2.0,0.3,-68.1302,-0.27142857142857146,profit
Standard Class,Corporate,United States,New York City,New York,10011.0,East,Office Supplies,Appliances,498.975,7.0,0.0,626.185,0.25,profit
First Class,Consumer,United States,Philadelphia,Pennsylvania,19143.0,East,Office Supplies,Binders,498.975,2.0,0.5,-412.6154,-0.7666666666666667,profit
Second Class,Consumer,United States,Perth Amboy,New Jersey,8861.0,East,Office Supplies,Art,286.79,7.0,0.0,74.5654,0.25999999999999995,profit
Standard Class,Corporate,United States,Revere,Massachusetts,2151.0,East,Furniture,Bookcases,361.96,2.0,0.0,83.2508,0.23,profit
Standard Class,Corporate,United States,Revere,Massachusetts,2151.0,East,Office Supplies,Paper,278.82,9.0,0.0,125.469,0.45,profit
Standard Class,Corporate,United States,San Francisco,California,94110.0,West,Furniture,Tables,498.975,6.0,0.2,-195.4788,-0.1375,profit
First Class,Corporate,United States,Springfield,Virginia,22153.0,South,Technology,Phones,498.975,5.0,0.0,168.1855,0.29,profit
First Class,Corporate,United States,Springfield,Virginia,22153.0,South,Furniture,Tables,498.975,3.0,0.0,300.735,0.25,profit
Standard Class,Consumer,United States,Carol Stream,Illinois,60188.0,Central,Furniture,Chairs,382.116,6.0,0.3,-92.7996,-0.24285714285714285,profit
Standard Class,Corporate,United States,Saint Cloud,Minnesota,56301.0,Central,Technology,Accessories,498.975,5.0,0.0,275.478,0.42000000000000004,profit
Standard Class,Corporate,United States,Saint Cloud,Minnesota,56301.0,Central,Furniture,Chairs,498.975,4.0,0.0,181.176,0.3,profit
Standard Class,Home Office,United States,Los Angeles,California,90036.0,West,Office Supplies,Appliances,487.92,6.0,0.0,136.6176,0.28,profit
Standard Class,Consumer,United States,Mobile,Alabama,36608.0,South,Technology,Accessories,209.97,3.0,0.0,71.3898,0.33999999999999997,profit
Second Class,Home Office,United States,New York City,New York,10009.0,East,Office Supplies,Storage,498.975,4.0,0.0,117.0104,0.13,profit
Standard Class,Consumer,United States,Plano,Texas,75023.0,Central,Technology,Machines,418.8,2.0,0.4,-97.72,-0.23333333333333334,profit
Standard Class,Consumer,United States,Plano,Texas,75023.0,Central,Office Supplies,Storage,498.975,7.0,0.2,-127.372,-0.25,profit
First Class,Corporate,United States,Chicago,Illinois,60653.0,Central,Furniture,Bookcases,498.975,9.0,0.3,-117.882,-0.14285714285714288,profit
First Class,Home Office,United States,Aurora,Illinois,60505.0,Central,Furniture,Tables,498.975,7.0,0.5,-525.6405,-0.66,profit
Second Class,Corporate,United States,Des Moines,Iowa,50315.0,Central,Technology,Phones,404.94,3.0,0.0,109.3338,0.27,profit
Second Class,Home Office,United States,Jackson,Mississippi,39212.0,South,Technology,Accessories,498.975,3.0,0.0,257.9871,0.43,profit
Standard Class,Consumer,United States,Los Angeles,California,90049.0,West,Technology,Machines,287.968,4.0,0.2,97.1892,0.33749999999999997,profit
Second Class,Consumer,United States,College Station,Texas,77840.0,Central,Office Supplies,Appliances,29.312,8.0,0.5,-74.7456,-2.55,profit
Second Class,Consumer,United States,Los Angeles,California,90036.0,West,Office Supplies,Storage,330.4,2.0,0.0,85.904,0.26,profit
Standard Class,Consumer,United States,San Francisco,California,94122.0,West,Technology,Accessories,439.8,4.0,0.0,145.134,0.32999999999999996,profit
Standard Class,Home Office,United States,Independence,Missouri,64055.0,Central,Office Supplies,Binders,498.975,3.0,0.0,757.4112,0.48,profit
Same Day,Home Office,United States,Seattle,Washington,98105.0,West,Technology,Machines,498.975,6.0,0.2,209.58,0.08750000000000001,profit
Same Day,Home Office,United States,Seattle,Washington,98105.0,West,Technology,Accessories,498.975,4.0,0.0,742.632,0.44,profit
Standard Class,Consumer,United States,Jackson,Mississippi,39212.0,South,Furniture,Tables,498.975,8.0,0.0,388.8128,0.16,profit
Standard Class,Corporate,United States,Jackson,Michigan,49201.0,Central,Furniture,Tables,498.975,2.0,0.0,200.49,0.25,profit
Standard Class,Home Office,United States,Lancaster,Ohio,43130.0,East,Technology,Phones,498.975,3.0,0.4,-253.4337,-0.21666666666666667,profit
Standard Class,Home Office,United States,Richmond,Kentucky,40475.0,South,Office Supplies,Storage,498.975,9.5,0.0,375.4296,0.26,profit
Second Class,Consumer,United States,New York City,New York,10024.0,East,Office Supplies,Storage,465.18,3.0,0.0,120.9468,0.26,profit
Standard Class,Consumer,United States,Philadelphia,Pennsylvania,19143.0,East,Furniture,Chairs,498.975,5.0,0.3,-93.99,-0.14285714285714285,profit
Standard Class,Home Office,United States,Columbia,Maryland,21044.0,East,Office Supplies,Paper,277.4,5.0,0.0,133.152,0.48,profit
First Class,Corporate,United States,San Antonio,Texas,78207.0,Central,Furniture,Tables,498.975,6.0,0.3,-71.8116,-0.1,profit
Standard Class,Consumer,United States,Los Angeles,California,90004.0,West,Office Supplies,Binders,487.984,2.0,0.2,152.495,0.3125,profit
Standard Class,Consumer,United States,Seattle,Washington,98103.0,West,Office Supplies,Binders,498.975,7.0,0.2,643.9825,0.31249999999999994,profit
Standard Class,Home Office,United States,Springfield,Ohio,45503.0,East,Office Supplies,Binders,69.888,7.0,0.5,-46.592,-0.6666666666666666,profit
Second Class,Consumer,United States,Los Angeles,California,90008.0,West,Office Supplies,Binders,487.984,2.0,0.2,152.495,0.3125,profit
Standard Class,Consumer,United States,Lawrence,Indiana,46226.0,Central,Office Supplies,Appliances,498.975,9.0,0.0,166.0698,0.25999999999999995,profit
Second Class,Home Office,United States,Jackson,Michigan,49201.0,Central,Technology,Phones,377.97,3.0,0.0,94.4925,0.25,profit
Standard Class,Home Office,United States,Quincy,Massachusetts,2169.0,East,Technology,Accessories,258.9,9.5,0.0,93.204,0.36,profit
Standard Class,Home Office,United States,Troy,Ohio,45373.0,East,Office Supplies,Binders,121.104,6.0,0.5,-100.92,-0.8333333333333334,profit
Standard Class,Consumer,United States,Clinton,Maryland,20735.0,East,Technology,Machines,464.97,3.0,0.0,209.2365,0.45,profit
Second Class,Corporate,United States,Denver,Colorado,80219.0,West,Technology,Machines,59.994,2.0,0.5,-45.9954,-0.7666666666666666,profit
Second Class,Corporate,United States,Denver,Colorado,80219.0,West,Technology,Copiers,439.992,1.0,0.2,164.997,0.375,profit
Standard Class,Corporate,United States,Springfield,Virginia,22153.0,South,Office Supplies,Binders,232.96,7.0,0.0,116.48,0.5,profit
Standard Class,Corporate,United States,Decatur,Alabama,35601.0,South,Technology,Copiers,498.975,3.0,0.0,314.9895,0.35000000000000003,profit
Standard Class,Corporate,United States,Mesquite,Texas,75150.0,Central,Office Supplies,Appliances,34.176,3.0,0.5,-87.1488,-2.55,profit
First Class,Corporate,United States,Los Angeles,California,90045.0,West,Office Supplies,Paper,204.95,5.0,0.0,100.4255,0.49000000000000005,profit
Standard Class,Consumer,United States,Columbus,Georgia,31907.0,South,Technology,Accessories,249.95,5.0,0.0,107.4785,0.43,profit
Standard Class,Corporate,United States,Phoenix,Arizona,85023.0,West,Office Supplies,Binders,498.975,5.0,0.5,-459.9875,-0.8333333333333334,profit
Standard Class,Consumer,United States,Newark,Delaware,19711.0,East,Office Supplies,Storage,360.38,2.0,0.0,93.6988,0.26,profit
Standard Class,Corporate,United States,Clinton,Maryland,20735.0,East,Technology,Phones,498.975,1.0,0.0,129.9974,0.26,profit
